year,week,total_specimens,n_a_2009_h1n1,n_a_h1,n_a_h3,n_a_subtyping_not_performed,n_a_unable_to_subtype,n_b,n_h3n2v,n_b_vic,n_b_yam,n_total_a,n_total_b
2006,6,7226,0,9,321,825,0,142,0,NA,NA,1155,142
2006,7,8105,0,17,372,1013,0,184,0,NA,NA,1402,184
2006,8,7948,0,16,364,1003,0,242,0,NA,NA,1383,242
2006,9,7978,0,29,435,942,0,396,0,NA,NA,1406,396
2006,10,7819,0,54,411,881,0,408,0,NA,NA,1346,408
2006,11,6995,0,40,276,624,0,441,0,NA,NA,940,441
2006,12,6444,0,79,181,498,0,432,0,NA,NA,758,432
2006,13,5424,0,63,134,340,0,438,0,NA,NA,537,438
2006,14,4459,0,38,53,202,0,312,0,NA,NA,293,312
2006,15,4032,0,24,51,142,0,241,0,NA,NA,217,241
2006,16,3499,0,24,30,74,0,218,0,NA,NA,128,218
2006,17,2675,0,10,2,53,0,135,0,NA,NA,65,135
2006,18,2516,0,7,7,53,0,128,0,NA,NA,67,128
2006,19,2453,0,12,0,49,0,116,0,NA,NA,61,116
2006,20,2399,0,6,1,41,0,87,0,NA,NA,48,87
2006,21,2058,0,9,0,28,0,93,0,NA,NA,37,93
2006,22,1663,0,9,0,19,0,50,0,NA,NA,28,50
2006,23,1444,0,9,0,8,0,38,0,NA,NA,17,38
2006,24,1267,0,3,0,11,0,11,0,NA,NA,14,11
2006,25,1178,0,2,0,2,0,10,0,NA,NA,4,10
2006,26,1017,0,3,1,2,0,6,0,NA,NA,6,6
2006,27,907,0,2,0,4,0,2,0,NA,NA,6,2
2006,28,914,0,0,1,6,0,0,0,NA,NA,7,0
2006,29,917,0,0,0,9,0,2,0,NA,NA,9,2
2006,30,863,0,6,1,8,0,2,0,NA,NA,15,2
2006,31,943,0,3,0,16,0,1,0,NA,NA,19,1
2006,32,899,0,1,0,9,0,2,0,NA,NA,10,2
2006,33,862,0,3,0,7,0,2,0,NA,NA,10,2
2006,34,898,0,3,0,9,0,3,0,NA,NA,12,3
2006,35,907,0,5,0,8,0,4,0,NA,NA,13,4
2006,36,881,0,5,0,8,0,0,0,NA,NA,13,0
2006,37,1067,0,13,0,17,0,1,0,NA,NA,30,1
2006,38,996,0,22,0,11,0,2,0,NA,NA,33,2
2006,39,971,0,13,0,13,0,3,0,NA,NA,26,3
2006,40,2309,0,13,2,26,0,15,0,NA,NA,41,15
2006,41,2502,0,20,1,37,0,9,0,NA,NA,58,9
2006,42,2900,0,17,4,37,0,22,0,NA,NA,58,22
2006,43,3237,0,13,2,46,0,23,0,NA,NA,61,23
2006,44,3765,0,25,1,75,0,42,0,NA,NA,101,42
2006,45,4262,0,18,1,93,0,43,0,NA,NA,112,43
2006,46,4525,0,25,2,74,0,32,0,NA,NA,101,32
2006,47,4538,0,21,2,110,0,28,0,NA,NA,133,28
2006,48,5642,0,43,1,111,0,54,0,NA,NA,155,54
2006,49,5805,0,55,2,145,0,62,0,NA,NA,202,62
2006,50,6686,0,106,9,306,0,120,0,NA,NA,421,120
